epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,120.591,1.26303,1.47763,1.43223,0.57942,0.73309,0.64968,0.43161,1.27371,1.79322,1.38219,0.000474945,0.000474945,0.000474945
2,225.831,1.28609,1.17969,1.40337,0.71327,0.72802,0.74573,0.49792,1.29663,1.35071,1.39359,0.00094186,0.00094186,0.00094186
3,330.735,1.26061,1.10856,1.37758,0.77067,0.769,0.78955,0.54628,1.19018,1.14092,1.29483,0.00139934,0.00139934,0.00139934
4,435.526,1.22708,1.05967,1.35269,0.82813,0.80035,0.85574,0.5837,1.20604,0.95103,1.28121,0.00138656,0.00138656,0.00138656
5,540.4,1.19299,0.97992,1.32985,0.86866,0.81079,0.86744,0.59136,1.14638,0.89704,1.2737,0.00137241,0.00137241,0.00137241
6,645.355,1.15951,0.92344,1.31407,0.8455,0.83203,0.87525,0.66441,1.02757,0.80046,1.18102,0.00135826,0.00135826,0.00135826
7,750.267,1.14547,0.88449,1.30033,0.87142,0.85105,0.88549,0.64848,1.01785,0.76263,1.16917,0.00134412,0.00134412,0.00134412
8,855.15,1.11794,0.84428,1.27548,0.88299,0.8515,0.89209,0.6671,0.98481,0.73883,1.12634,0.00132997,0.00132997,0.00132997
9,960.179,1.10881,0.81295,1.26399,0.9096,0.87979,0.92046,0.6949,0.9681,0.67533,1.12682,0.00131582,0.00131582,0.00131582
10,1065.2,1.07973,0.79375,1.24521,0.88502,0.87427,0.91333,0.67928,1.01574,0.70932,1.156,0.00130168,0.00130168,0.00130168
11,1170.26,1.07551,0.78021,1.24747,0.89211,0.88617,0.92654,0.7059,0.93985,0.6779,1.10111,0.00128753,0.00128753,0.00128753
12,1275.27,1.06544,0.75427,1.23507,0.90642,0.88861,0.92613,0.69968,0.96292,0.66463,1.1263,0.00127338,0.00127338,0.00127338
13,1380.26,1.0556,0.73715,1.23513,0.9135,0.89155,0.93517,0.7178,0.92322,0.601,1.07989,0.00125923,0.00125923,0.00125923
14,1485.33,1.03898,0.71721,1.21581,0.90107,0.9106,0.93927,0.71547,0.93665,0.59929,1.07282,0.00124509,0.00124509,0.00124509
15,1590.29,1.04521,0.70523,1.21538,0.91901,0.89785,0.93279,0.71437,0.95016,0.60567,1.10046,0.00123094,0.00123094,0.00123094
16,1695.26,1.0292,0.6975,1.21706,0.91065,0.88386,0.92829,0.72547,0.91866,0.60378,1.07235,0.00121679,0.00121679,0.00121679
17,1800.28,1.02664,0.67831,1.21111,0.92586,0.90277,0.94237,0.73265,0.90263,0.56366,1.06631,0.00120265,0.00120265,0.00120265
18,1905.31,1.01692,0.67168,1.21065,0.92644,0.89167,0.93904,0.72728,0.92731,0.59157,1.07766,0.0011885,0.0011885,0.0011885
19,2010.37,1.00207,0.66728,1.19396,0.90718,0.89663,0.92404,0.72403,0.90271,0.60031,1.07004,0.00117435,0.00117435,0.00117435
20,2115.41,0.99831,0.65496,1.19602,0.92213,0.88934,0.93845,0.73215,0.886,0.57837,1.05622,0.00116021,0.00116021,0.00116021
21,2220.83,0.99605,0.64288,1.19121,0.91151,0.90078,0.93654,0.74162,0.88184,0.56314,1.05153,0.00114606,0.00114606,0.00114606
22,2326.13,0.99241,0.63796,1.18876,0.93399,0.91698,0.95131,0.74826,0.8773,0.54041,1.0355,0.00113191,0.00113191,0.00113191
23,2431.49,0.98828,0.62891,1.18822,0.9293,0.90591,0.94659,0.73689,0.88566,0.54938,1.06286,0.00111776,0.00111776,0.00111776
24,2536.75,0.96678,0.61792,1.17104,0.93885,0.89939,0.94849,0.75139,0.85964,0.54277,1.03625,0.00110362,0.00110362,0.00110362
25,2642.13,0.96298,0.60945,1.16979,0.92822,0.91899,0.95266,0.75489,0.85947,0.52491,1.04131,0.00108947,0.00108947,0.00108947
26,2747.55,0.96926,0.60709,1.16446,0.92807,0.92436,0.94997,0.75425,0.86734,0.54151,1.03423,0.00107532,0.00107532,0.00107532
27,2852.85,0.95922,0.599,1.16514,0.91527,0.92066,0.95418,0.75459,0.87385,0.51825,1.04857,0.00106118,0.00106118,0.00106118
28,2958.2,0.95408,0.59399,1.16156,0.94132,0.91298,0.9504,0.7517,0.86687,0.51848,1.04947,0.00104703,0.00104703,0.00104703
29,3063.58,0.94939,0.5971,1.15812,0.92441,0.91735,0.95356,0.76746,0.83876,0.50869,1.01134,0.00103288,0.00103288,0.00103288
30,3169.06,0.93847,0.57149,1.15043,0.91851,0.93419,0.95026,0.75502,0.86041,0.5086,1.03815,0.00101873,0.00101873,0.00101873
31,3274.45,0.93668,0.57279,1.15195,0.93203,0.92824,0.95508,0.75349,0.88705,0.50819,1.05124,0.00100459,0.00100459,0.00100459
32,3379.88,0.93688,0.56865,1.1473,0.93893,0.92205,0.9509,0.76262,0.85178,0.49999,1.02989,0.00099044,0.00099044,0.00099044
33,3485.27,0.92569,0.55505,1.14107,0.93279,0.92626,0.95746,0.76793,0.85938,0.50903,1.04282,0.000976293,0.000976293,0.000976293
34,3590.71,0.91826,0.55363,1.13674,0.91833,0.93847,0.95048,0.75739,0.86694,0.49398,1.04194,0.000962146,0.000962146,0.000962146
35,3696.15,0.91525,0.55086,1.13923,0.92721,0.93075,0.95405,0.76535,0.86672,0.50229,1.04169,0.000947999,0.000947999,0.000947999
36,3801.62,0.91346,0.5459,1.13426,0.93093,0.94024,0.95978,0.76843,0.86412,0.48647,1.04733,0.000933851,0.000933851,0.000933851
37,3907.09,0.91084,0.54191,1.13203,0.92935,0.92917,0.95735,0.76775,0.84902,0.47768,1.03154,0.000919704,0.000919704,0.000919704
38,4012.52,0.91956,0.53875,1.1348,0.9333,0.93658,0.96245,0.77347,0.84468,0.46643,1.0241,0.000905557,0.000905557,0.000905557
39,4117.92,0.90619,0.53357,1.12666,0.93619,0.93518,0.95942,0.77167,0.84075,0.46422,1.02396,0.00089141,0.00089141,0.00089141
40,4223.24,0.89106,0.52749,1.12197,0.93877,0.92917,0.96114,0.77274,0.84795,0.47677,1.02195,0.000877263,0.000877263,0.000877263
41,4328.66,0.89425,0.52512,1.12106,0.92954,0.92968,0.95588,0.77289,0.84404,0.47828,1.01682,0.000863116,0.000863116,0.000863116
42,4434.13,0.89676,0.5237,1.12675,0.93261,0.93481,0.95933,0.7764,0.85033,0.46608,1.03388,0.000848969,0.000848969,0.000848969
43,4539.59,0.88169,0.5134,1.11475,0.94114,0.93275,0.96043,0.77355,0.84135,0.45888,1.01978,0.000834822,0.000834822,0.000834822
44,4645.02,0.87241,0.51104,1.11057,0.92603,0.93726,0.96154,0.77929,0.84145,0.46269,1.02289,0.000820675,0.000820675,0.000820675
45,4750.53,0.87242,0.50716,1.11503,0.92895,0.94711,0.96163,0.77925,0.82784,0.45988,1.01188,0.000806528,0.000806528,0.000806528
46,4855.98,0.86545,0.50093,1.10717,0.94503,0.92372,0.95916,0.77526,0.83911,0.47557,1.02503,0.00079238,0.00079238,0.00079238
47,4961.47,0.86939,0.49693,1.11432,0.93708,0.94233,0.96069,0.78165,0.83953,0.45725,1.01248,0.000778233,0.000778233,0.000778233
48,5066.93,0.86493,0.49762,1.10414,0.92966,0.94251,0.96205,0.77962,0.83699,0.44849,1.02289,0.000764086,0.000764086,0.000764086
49,5172.39,0.84697,0.48806,1.09972,0.94749,0.93264,0.96371,0.78372,0.83402,0.45565,1.01537,0.000749939,0.000749939,0.000749939
50,5278.03,0.85984,0.48945,1.10303,0.9407,0.93668,0.96409,0.7834,0.83239,0.44964,1.00675,0.000735792,0.000735792,0.000735792
51,5383.6,0.85078,0.4865,1.09881,0.95395,0.921,0.96267,0.7818,0.83376,0.44783,1.00966,0.000721645,0.000721645,0.000721645
52,5489.16,0.84159,0.47989,1.09075,0.92947,0.9505,0.96583,0.78418,0.8351,0.45252,1.01413,0.000707498,0.000707498,0.000707498
53,5594.73,0.84085,0.47839,1.09387,0.94064,0.93319,0.96648,0.78516,0.82506,0.44225,1.01124,0.000693351,0.000693351,0.000693351
54,5700.28,0.83753,0.47154,1.08687,0.94287,0.93619,0.96694,0.7886,0.82749,0.44581,1.00504,0.000679204,0.000679204,0.000679204
55,5805.88,0.83172,0.46807,1.08318,0.94149,0.94282,0.9638,0.78065,0.83377,0.44922,1.00913,0.000665057,0.000665057,0.000665057
56,5911.48,0.83013,0.46428,1.08284,0.93604,0.94503,0.96385,0.7863,0.81967,0.43173,1.00883,0.000650909,0.000650909,0.000650909
57,6016.97,0.81126,0.45665,1.07319,0.94473,0.93782,0.96116,0.78011,0.82584,0.43642,1.01773,0.000636762,0.000636762,0.000636762
58,6122.51,0.82144,0.45619,1.0787,0.93465,0.95198,0.96631,0.78431,0.82263,0.42923,1.00599,0.000622615,0.000622615,0.000622615
