epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,2100.24,0.92335,0.54397,1.10401,0.93887,0.9143,0.95131,0.75787,0.87391,0.51633,1.0081,0.00089141,0.00089141,0.00089141
40,2153.99,0.91525,0.54306,1.10556,0.9294,0.93099,0.95695,0.76797,0.86279,0.51632,1.00221,0.000877263,0.000877263,0.000877263
41,2207.71,0.91017,0.54129,1.10617,0.92938,0.93811,0.9528,0.75899,0.88798,0.51544,1.01216,0.000863116,0.000863116,0.000863116
42,2261.49,0.91047,0.53378,1.10268,0.92784,0.93242,0.95226,0.76641,0.86904,0.52178,1.00007,0.000848969,0.000848969,0.000848969
43,2315.18,0.90742,0.52514,1.09639,0.93593,0.91951,0.95666,0.7628,0.88686,0.52109,1.01227,0.000834822,0.000834822,0.000834822
44,2368.93,0.90343,0.52557,1.09776,0.93429,0.93108,0.95802,0.75778,0.90357,0.51597,1.02749,0.000820675,0.000820675,0.000820675
45,2422.68,0.89447,0.5181,1.08932,0.94364,0.92856,0.95884,0.77131,0.8713,0.49761,1.00683,0.000806528,0.000806528,0.000806528
46,2476.42,0.89048,0.51118,1.08935,0.93978,0.92282,0.95868,0.77177,0.86451,0.5103,0.99733,0.00079238,0.00079238,0.00079238
47,2530.19,0.89112,0.52339,1.08968,0.94355,0.92158,0.95555,0.76704,0.88518,0.50762,1.00968,0.000778233,0.000778233,0.000778233
48,2583.97,0.88735,0.50694,1.08885,0.94409,0.93677,0.96204,0.77099,0.86454,0.49293,1.00674,0.000764086,0.000764086,0.000764086
49,2637.76,0.88886,0.50509,1.0893,0.94626,0.9301,0.95874,0.77534,0.86093,0.51309,0.99222,0.000749939,0.000749939,0.000749939
50,2691.54,0.87556,0.50377,1.08242,0.93518,0.93796,0.95781,0.77372,0.84042,0.48977,0.99091,0.000735792,0.000735792,0.000735792
51,2745.21,0.8727,0.5013,1.08524,0.9399,0.94352,0.95925,0.77531,0.85516,0.4941,0.99761,0.000721645,0.000721645,0.000721645
52,2798.91,0.87304,0.498,1.0861,0.93003,0.93586,0.95772,0.76696,0.86968,0.49989,1.00901,0.000707498,0.000707498,0.000707498
53,2852.6,0.86396,0.49213,1.08173,0.94443,0.91916,0.95291,0.7699,0.85558,0.52854,0.99763,0.000693351,0.000693351,0.000693351
54,2906.38,0.86443,0.48961,1.07595,0.92713,0.932,0.95726,0.77567,0.85945,0.49652,1.01038,0.000679204,0.000679204,0.000679204
55,2960.15,0.87275,0.49104,1.07718,0.94548,0.93312,0.96235,0.78073,0.84666,0.47789,0.98416,0.000665057,0.000665057,0.000665057
56,3013.93,0.86077,0.49231,1.07443,0.93283,0.9388,0.96432,0.77587,0.8641,0.48309,0.99836,0.000650909,0.000650909,0.000650909
57,3067.68,0.86265,0.48574,1.07583,0.94042,0.93603,0.95848,0.77993,0.84552,0.48928,0.99553,0.000636762,0.000636762,0.000636762
58,3121.41,0.84723,0.47901,1.06916,0.94152,0.93956,0.959,0.78089,0.84034,0.49124,0.98929,0.000622615,0.000622615,0.000622615
59,3175.18,0.85155,0.47783,1.06561,0.94352,0.93363,0.96083,0.78083,0.85076,0.4821,0.98794,0.000608468,0.000608468,0.000608468
60,3228.97,0.84887,0.4718,1.06283,0.947,0.93044,0.96485,0.7868,0.84107,0.47942,0.98274,0.000594321,0.000594321,0.000594321
61,3282.74,0.83689,0.46648,1.06084,0.94819,0.93076,0.96324,0.78169,0.83167,0.47193,0.97581,0.000580174,0.000580174,0.000580174
62,3336.44,0.83788,0.47034,1.06757,0.94499,0.93035,0.95795,0.77878,0.84191,0.48155,0.98561,0.000566027,0.000566027,0.000566027
63,3390.22,0.84285,0.46299,1.06142,0.93981,0.93246,0.95789,0.77867,0.84103,0.46939,0.9858,0.00055188,0.00055188,0.00055188
64,3443.99,0.83951,0.46491,1.06072,0.94653,0.93075,0.95887,0.77825,0.83727,0.47383,0.98433,0.000537733,0.000537733,0.000537733
65,3497.79,0.83354,0.46618,1.06252,0.9484,0.93467,0.96326,0.78548,0.83904,0.47092,0.98864,0.000523586,0.000523586,0.000523586
66,3551.55,0.82533,0.45882,1.06091,0.94305,0.93547,0.96114,0.78444,0.84896,0.47385,1.0016,0.000509438,0.000509438,0.000509438
67,3605.36,0.82339,0.45708,1.05563,0.94704,0.93707,0.96316,0.7839,0.83881,0.4755,0.99051,0.000495291,0.000495291,0.000495291
68,3659.13,0.82949,0.45475,1.05808,0.9482,0.93595,0.96331,0.78278,0.83489,0.46535,0.98388,0.000481144,0.000481144,0.000481144
69,3712.91,0.82104,0.45479,1.05495,0.94395,0.93531,0.96164,0.7783,0.85486,0.4678,0.9966,0.000466997,0.000466997,0.000466997
70,3766.69,0.8182,0.45166,1.0505,0.95056,0.93512,0.96167,0.78403,0.84788,0.47092,1.00009,0.00045285,0.00045285,0.00045285
