epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1334.05,0.98088,0.64239,1.16932,0.92501,0.89905,0.9434,0.73986,0.89948,0.56664,1.04716,0.00110362,0.00110362,0.00110362
25,1388.91,0.98485,0.63888,1.17531,0.92925,0.91026,0.94555,0.73894,0.91281,0.55383,1.05466,0.00108947,0.00108947,0.00108947
26,1443.8,0.9815,0.63165,1.16094,0.93448,0.90483,0.94675,0.74405,0.89414,0.55105,1.03355,0.00107532,0.00107532,0.00107532
27,1498.71,0.97473,0.62413,1.15405,0.91847,0.91819,0.95316,0.7444,0.90375,0.54353,1.04774,0.00106118,0.00106118,0.00106118
28,1553.6,0.9719,0.62397,1.16108,0.92738,0.92013,0.95264,0.74863,0.88472,0.52457,1.03676,0.00104703,0.00104703,0.00104703
29,1608.59,0.96792,0.62509,1.15839,0.93327,0.89905,0.94884,0.75329,0.87994,0.55954,1.01744,0.00103288,0.00103288,0.00103288
30,1663.5,0.96063,0.59909,1.15391,0.91137,0.91693,0.94745,0.73398,0.90635,0.55279,1.0403,0.00101873,0.00101873,0.00101873
31,1718.44,0.96021,0.59688,1.15156,0.9339,0.92076,0.95259,0.7521,0.87937,0.53326,1.02605,0.00100459,0.00100459,0.00100459
32,1773.26,0.95983,0.6002,1.14965,0.93055,0.9218,0.94961,0.7557,0.87227,0.54066,1.01172,0.00099044,0.00099044,0.00099044
33,1828.17,0.95047,0.58698,1.14117,0.93084,0.9115,0.94955,0.75344,0.888,0.53023,1.03502,0.000976293,0.000976293,0.000976293
34,1883.07,0.9428,0.58456,1.13588,0.92495,0.92586,0.95637,0.75553,0.89122,0.51958,1.02645,0.000962146,0.000962146,0.000962146
35,1938.22,0.93976,0.57605,1.13819,0.92339,0.93182,0.95834,0.76365,0.85359,0.50526,1.00405,0.000947999,0.000947999,0.000947999
36,1993.24,0.93836,0.57268,1.13613,0.93253,0.93617,0.95689,0.75971,0.87841,0.51455,1.02358,0.000933851,0.000933851,0.000933851
37,2048.16,0.93633,0.5653,1.1337,0.94244,0.92535,0.96098,0.76995,0.86474,0.49821,1.01775,0.000919704,0.000919704,0.000919704
38,2103.18,0.94823,0.57262,1.13475,0.94041,0.92578,0.95948,0.76345,0.87303,0.50143,1.00956,0.000905557,0.000905557,0.000905557
39,2158.05,0.93621,0.56149,1.12789,0.92633,0.93052,0.96028,0.76395,0.86176,0.49842,1.01475,0.00089141,0.00089141,0.00089141
40,2213.19,0.91943,0.55965,1.12298,0.94238,0.92089,0.95774,0.76484,0.8673,0.51079,1.01142,0.000877263,0.000877263,0.000877263
41,2268.15,0.92191,0.55138,1.12449,0.94152,0.92137,0.95601,0.76437,0.86543,0.51013,1.00844,0.000863116,0.000863116,0.000863116
42,2323,0.9319,0.55519,1.13187,0.92784,0.9289,0.96037,0.76659,0.86878,0.49211,1.01434,0.000848969,0.000848969,0.000848969
43,2377.83,0.91077,0.54297,1.11991,0.93706,0.92646,0.96249,0.77035,0.85619,0.48788,1.00569,0.000834822,0.000834822,0.000834822
44,2432.73,0.9138,0.54628,1.12388,0.93587,0.92863,0.96493,0.77257,0.86454,0.47697,1.01716,0.000820675,0.000820675,0.000820675
45,2487.77,0.90906,0.53983,1.11989,0.93675,0.93363,0.95781,0.76864,0.85719,0.47876,1.00364,0.000806528,0.000806528,0.000806528
46,2542.67,0.90204,0.5355,1.11131,0.94014,0.92731,0.95877,0.77058,0.84652,0.47993,0.99855,0.00079238,0.00079238,0.00079238
47,2597.36,0.9025,0.53595,1.1201,0.93985,0.92648,0.96189,0.77424,0.85781,0.47926,1.00795,0.000778233,0.000778233,0.000778233
48,2652.22,0.90174,0.53319,1.11356,0.93657,0.92339,0.96053,0.7681,0.87216,0.4843,1.02178,0.000764086,0.000764086,0.000764086
49,2707,0.88367,0.52242,1.10547,0.93837,0.93174,0.96406,0.77767,0.8452,0.46413,0.99611,0.000749939,0.000749939,0.000749939
50,2761.64,0.89759,0.52517,1.10875,0.94164,0.92285,0.96468,0.77719,0.85396,0.4803,0.99981,0.000735792,0.000735792,0.000735792
51,2816.59,0.89069,0.52052,1.10778,0.93813,0.93148,0.96232,0.77456,0.86435,0.47892,1.01623,0.000721645,0.000721645,0.000721645
52,2871.8,0.87618,0.51364,1.10012,0.93195,0.93941,0.96282,0.78262,0.84275,0.47198,0.99412,0.000707498,0.000707498,0.000707498
53,2926.74,0.88036,0.51569,1.1044,0.93812,0.92938,0.96051,0.77485,0.84543,0.47416,0.9938,0.000693351,0.000693351,0.000693351
54,2981.71,0.87912,0.50536,1.10015,0.93199,0.9311,0.95717,0.77147,0.85643,0.47818,0.99611,0.000679204,0.000679204,0.000679204
55,3036.68,0.8764,0.51066,1.09389,0.94809,0.92469,0.96183,0.77707,0.84135,0.47147,0.99568,0.000665057,0.000665057,0.000665057
56,3091.62,0.8769,0.50644,1.09555,0.9366,0.93477,0.96329,0.7823,0.83138,0.4707,0.98687,0.000650909,0.000650909,0.000650909
57,3146.54,0.85604,0.49582,1.08737,0.9455,0.92849,0.96329,0.7757,0.84845,0.47971,0.99706,0.000636762,0.000636762,0.000636762
58,3201.71,0.86991,0.49767,1.09249,0.94625,0.92991,0.9648,0.78224,0.84273,0.4609,0.99461,0.000622615,0.000622615,0.000622615
59,3256.7,0.86306,0.49468,1.08971,0.94188,0.93556,0.96603,0.78271,0.84456,0.46991,1.00143,0.000608468,0.000608468,0.000608468
60,3311.69,0.85562,0.49276,1.08474,0.94594,0.92996,0.96397,0.78365,0.84026,0.46242,0.98888,0.000594321,0.000594321,0.000594321
61,3366.65,0.85577,0.48838,1.08235,0.93273,0.94263,0.96143,0.78309,0.8397,0.46548,0.98922,0.000580174,0.000580174,0.000580174
62,3421.59,0.84946,0.48353,1.08887,0.93676,0.93753,0.96604,0.78653,0.82805,0.45807,0.99175,0.000566027,0.000566027,0.000566027
63,3476.6,0.84385,0.48159,1.08191,0.93711,0.94029,0.96828,0.78413,0.83794,0.46441,0.99756,0.00055188,0.00055188,0.00055188
64,3531.74,0.84862,0.48024,1.08277,0.92999,0.93853,0.96053,0.78265,0.83403,0.46542,0.99295,0.000537733,0.000537733,0.000537733
65,3586.79,0.84028,0.47853,1.07751,0.94819,0.92864,0.96575,0.78478,0.83221,0.45721,0.98452,0.000523586,0.000523586,0.000523586
66,3641.77,0.83259,0.46967,1.07871,0.94371,0.92852,0.9654,0.78513,0.83218,0.45729,0.98996,0.000509438,0.000509438,0.000509438
67,3696.76,0.83469,0.4727,1.07438,0.93026,0.94557,0.96665,0.78667,0.83297,0.45564,0.98703,0.000495291,0.000495291,0.000495291
68,3751.7,0.83143,0.46782,1.074,0.92875,0.94657,0.9657,0.78389,0.83701,0.4478,0.99139,0.000481144,0.000481144,0.000481144
69,3806.56,0.82493,0.46438,1.06893,0.94434,0.93049,0.96737,0.78949,0.82503,0.44968,0.98252,0.000466997,0.000466997,0.000466997
70,3861.68,0.81777,0.46059,1.06526,0.93786,0.93741,0.96762,0.78838,0.83273,0.44812,0.98726,0.00045285,0.00045285,0.00045285
71,3916.69,0.8158,0.45556,1.06076,0.94319,0.93725,0.9672,0.78694,0.8325,0.44498,0.98497,0.000438703,0.000438703,0.000438703
72,3971.68,0.81493,0.4575,1.06375,0.95225,0.9237,0.96825,0.78763,0.83201,0.45083,0.98207,0.000424556,0.000424556,0.000424556
73,4026.61,0.81202,0.45053,1.05653,0.94249,0.93744,0.96877,0.79352,0.82502,0.45048,0.98145,0.000410409,0.000410409,0.000410409
74,4081.66,0.80255,0.45003,1.05548,0.9463,0.93463,0.96623,0.78959,0.82532,0.45009,0.9822,0.000396262,0.000396262,0.000396262
75,4136.83,0.80612,0.45135,1.05764,0.94141,0.94156,0.96859,0.79201,0.82853,0.4512,0.98571,0.000382115,0.000382115,0.000382115
76,4192.39,0.80953,0.45016,1.05795,0.94424,0.93932,0.96896,0.7915,0.8306,0.44154,0.98553,0.000367967,0.000367967,0.000367967
77,4247.72,0.804,0.44192,1.05676,0.93817,0.94431,0.96719,0.78864,0.82971,0.44498,0.98915,0.00035382,0.00035382,0.00035382
78,4302.81,0.79822,0.4368,1.0555,0.93649,0.94093,0.96592,0.79079,0.83044,0.44639,0.99163,0.000339673,0.000339673,0.000339673
79,4357.86,0.79429,0.43706,1.05241,0.93201,0.94157,0.96697,0.79078,0.83182,0.44913,0.99073,0.000325526,0.000325526,0.000325526
80,4412.89,0.79502,0.43966,1.05057,0.94267,0.93993,0.96945,0.78941,0.82661,0.44752,0.98761,0.000311379,0.000311379,0.000311379
81,4468.06,0.79458,0.43496,1.04735,0.94441,0.93333,0.96803,0.79266,0.82198,0.44805,0.98405,0.000297232,0.000297232,0.000297232
82,4523.15,0.78044,0.42888,1.04452,0.94363,0.9388,0.96864,0.79162,0.82885,0.4407,0.98859,0.000283085,0.000283085,0.000283085
83,4578.19,0.7903,0.4337,1.05081,0.94907,0.93389,0.96845,0.79078,0.82396,0.44385,0.99023,0.000268938,0.000268938,0.000268938
