epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5028,1.97952,1.74154,1.72236,0.6572,0.46289,0.42287,0.20962,2.07709,1.80803,1.80184,0.000470066,0.000470066,0.000470066
2,19.0684,1.85379,1.58588,1.58954,0.68828,0.47721,0.44457,0.23138,1.96413,1.73132,1.72769,0.00092766,0.00092766,0.00092766
3,27.576,1.79692,1.51403,1.55865,0.66815,0.48025,0.44273,0.23253,1.98306,1.76029,1.75153,0.00136639,0.00136639,0.00136639
4,36.2544,1.76853,1.45221,1.53185,0.68812,0.46538,0.45373,0.23859,1.95871,1.71341,1.68875,0.00134412,0.00134412,0.00134412
5,44.6974,1.7566,1.44785,1.53316,0.65828,0.49842,0.46305,0.24542,1.93611,1.76716,1.69625,0.00131582,0.00131582,0.00131582
6,53.0394,1.72684,1.44432,1.50693,0.67709,0.49052,0.45322,0.23673,1.96,1.76754,1.68874,0.00128753,0.00128753,0.00128753
7,61.4997,1.71133,1.40002,1.50166,0.66982,0.48318,0.45518,0.24334,1.95189,1.75687,1.69216,0.00125923,0.00125923,0.00125923
8,69.8991,1.70329,1.4225,1.49859,0.68812,0.48124,0.46504,0.25153,1.92101,1.73533,1.68639,0.00123094,0.00123094,0.00123094
9,78.5696,1.70311,1.39067,1.48859,0.67492,0.49738,0.46207,0.24801,1.94061,1.73497,1.69574,0.00120265,0.00120265,0.00120265
10,86.9252,1.67993,1.3816,1.47047,0.68847,0.4881,0.46437,0.24565,1.95251,1.72687,1.69027,0.00117435,0.00117435,0.00117435
11,95.3702,1.70257,1.40379,1.50196,0.70428,0.47748,0.47197,0.2479,1.94625,1.71425,1.71398,0.00114606,0.00114606,0.00114606
12,104.129,1.65932,1.34948,1.47499,0.69323,0.48505,0.4771,0.25316,1.93516,1.72325,1.6867,0.00111776,0.00111776,0.00111776
13,112.71,1.65151,1.37201,1.46169,0.70086,0.48333,0.46907,0.25179,1.93218,1.727,1.6867,0.00108947,0.00108947,0.00108947
14,121.189,1.65786,1.37095,1.46218,0.69543,0.49182,0.47411,0.25658,1.91991,1.6939,1.66431,0.00106118,0.00106118,0.00106118
15,129.648,1.65708,1.30644,1.44916,0.70844,0.48119,0.46643,0.24815,1.94245,1.70012,1.69119,0.00103288,0.00103288,0.00103288
16,138.094,1.6371,1.31409,1.44528,0.67838,0.50333,0.46595,0.25664,1.90851,1.69028,1.66543,0.00100459,0.00100459,0.00100459
17,146.593,1.62392,1.32343,1.43593,0.6847,0.49805,0.47926,0.2593,1.93582,1.70062,1.67328,0.000976293,0.000976293,0.000976293
18,155.065,1.6182,1.32782,1.45,0.686,0.48241,0.47624,0.25661,1.93408,1.66699,1.67514,0.000947999,0.000947999,0.000947999
19,163.494,1.60917,1.30919,1.43385,0.6933,0.4946,0.47166,0.259,1.92532,1.68853,1.67434,0.000919704,0.000919704,0.000919704
20,171.946,1.59284,1.2699,1.41891,0.6756,0.49399,0.47264,0.25397,1.92765,1.68645,1.67714,0.00089141,0.00089141,0.00089141
21,180.644,1.61469,1.32662,1.43722,0.67213,0.49181,0.46479,0.2534,1.90415,1.71843,1.68499,0.000863116,0.000863116,0.000863116
22,189.253,1.6007,1.29273,1.43178,0.68855,0.49375,0.47156,0.25302,1.94214,1.68454,1.68206,0.000834822,0.000834822,0.000834822
23,197.895,1.60596,1.29753,1.43648,0.70128,0.49728,0.4783,0.2629,1.89859,1.6962,1.65935,0.000806528,0.000806528,0.000806528
24,206.407,1.56318,1.26836,1.41303,0.68948,0.49818,0.47897,0.25846,1.93127,1.71309,1.68395,0.000778233,0.000778233,0.000778233
25,214.882,1.56215,1.24813,1.41307,0.70878,0.48083,0.47733,0.25921,1.91897,1.68548,1.68374,0.000749939,0.000749939,0.000749939
26,223.379,1.5663,1.25172,1.41287,0.70724,0.48287,0.47853,0.25973,1.92881,1.68395,1.6816,0.000721645,0.000721645,0.000721645
27,231.848,1.59086,1.26171,1.41929,0.70456,0.48556,0.47872,0.26423,1.9281,1.70131,1.68404,0.000693351,0.000693351,0.000693351
28,240.337,1.58891,1.3111,1.43155,0.70169,0.48344,0.46767,0.25701,1.90656,1.65656,1.64803,0.000665057,0.000665057,0.000665057
29,248.798,1.55893,1.27174,1.39972,0.68436,0.49013,0.47426,0.25784,1.89696,1.64005,1.65101,0.000636762,0.000636762,0.000636762
30,257.277,1.58188,1.25304,1.41861,0.67813,0.50381,0.47248,0.25486,1.92203,1.67673,1.68359,0.000608468,0.000608468,0.000608468
31,265.774,1.54642,1.25784,1.40072,0.71252,0.48414,0.48091,0.25983,1.90405,1.67496,1.64858,0.000580174,0.000580174,0.000580174
32,274.257,1.55035,1.23141,1.39574,0.69661,0.49383,0.48231,0.2603,1.91091,1.66313,1.66765,0.00055188,0.00055188,0.00055188
33,282.746,1.55734,1.25463,1.40553,0.71381,0.48392,0.48077,0.26038,1.91772,1.64981,1.66944,0.000523586,0.000523586,0.000523586
34,291.235,1.51181,1.19705,1.38038,0.7048,0.49716,0.47789,0.26126,1.91425,1.65925,1.67188,0.000495291,0.000495291,0.000495291
35,299.708,1.55865,1.25563,1.41687,0.69521,0.49334,0.4771,0.26034,1.89369,1.66647,1.67001,0.000466997,0.000466997,0.000466997
36,308.385,1.54367,1.23602,1.39058,0.69595,0.49311,0.47573,0.25887,1.91626,1.66441,1.67215,0.000438703,0.000438703,0.000438703
37,316.863,1.536,1.25179,1.39971,0.69007,0.49862,0.48032,0.26145,1.90805,1.68053,1.66889,0.000410409,0.000410409,0.000410409
38,325.351,1.52292,1.23945,1.38727,0.70891,0.49647,0.48074,0.2611,1.91075,1.67356,1.66901,0.000382115,0.000382115,0.000382115
39,333.875,1.53583,1.23874,1.38856,0.69506,0.48799,0.47906,0.26452,1.89431,1.6273,1.64748,0.00035382,0.00035382,0.00035382
40,342.341,1.50494,1.19481,1.36744,0.69556,0.49222,0.47656,0.26348,1.89679,1.64355,1.65522,0.000325526,0.000325526,0.000325526
41,351.01,1.52084,1.19921,1.41709,0.71928,0.48365,0.47636,0.2608,1.92575,1.66273,1.67897,0.000297232,0.000297232,0.000297232
42,359.349,1.50811,1.19765,1.42882,0.70223,0.49479,0.48037,0.26046,1.92094,1.63087,1.66627,0.000268938,0.000268938,0.000268938
43,367.685,1.47816,1.1727,1.39513,0.69968,0.50206,0.484,0.26312,1.91817,1.6238,1.66291,0.000240644,0.000240644,0.000240644
44,376.013,1.47588,1.14794,1.39728,0.69198,0.49246,0.48197,0.26528,1.91215,1.64151,1.66953,0.000212349,0.000212349,0.000212349
45,384.384,1.46565,1.15081,1.39927,0.71029,0.49327,0.48225,0.26469,1.92578,1.6445,1.67373,0.000184055,0.000184055,0.000184055
