epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.3251,1.65986,3.05493,1.79659,0.51306,0.64457,0.59045,0.25267,1.71224,2.30637,1.8509,0.000414439,0.000414439,0.000414439
2,43.4671,1.45594,1.79811,1.68346,0.75776,0.84636,0.85502,0.46891,1.48443,1.3316,1.60857,0.000810535,0.000810535,0.000810535
3,58.5482,1.38223,1.36213,1.6157,0.74659,0.92173,0.90324,0.51215,1.46476,0.99536,1.57437,0.00118601,0.00118601,0.00118601
4,73.6339,1.34062,1.18419,1.5746,0.79595,0.88736,0.91043,0.55137,1.41225,0.90379,1.53394,0.00115719,0.00115719,0.00115719
5,88.3778,1.31782,1.1295,1.56134,0.81693,0.91363,0.89536,0.54352,1.37365,0.8636,1.49769,0.00112625,0.00112625,0.00112625
6,103.358,1.26922,1.01175,1.51169,0.85578,0.87809,0.91156,0.58468,1.26683,0.81235,1.39689,0.00109531,0.00109531,0.00109531
7,118.436,1.27618,1.01768,1.51579,0.79649,0.91203,0.90246,0.58107,1.24901,0.86665,1.39919,0.00106437,0.00106437,0.00106437
8,133.231,1.24779,0.98514,1.50703,0.85807,0.89109,0.92669,0.61282,1.2185,0.78291,1.39858,0.00103344,0.00103344,0.00103344
9,148.026,1.2332,0.9241,1.48728,0.85371,0.91053,0.92163,0.61244,1.17872,0.769,1.3491,0.0010025,0.0010025,0.0010025
10,162.984,1.24121,0.93443,1.50402,0.89207,0.88813,0.92493,0.62051,1.16601,0.71495,1.34805,0.000971562,0.000971562,0.000971562
11,178.239,1.20602,0.89371,1.46777,0.85222,0.91849,0.9302,0.62367,1.18979,0.71687,1.34816,0.000940625,0.000940625,0.000940625
12,193.446,1.1963,0.87602,1.45699,0.84939,0.89116,0.9274,0.63161,1.15398,0.70688,1.3546,0.000909688,0.000909688,0.000909688
13,208.261,1.17668,0.86916,1.45504,0.86967,0.88914,0.92878,0.63881,1.14327,0.70429,1.34481,0.00087875,0.00087875,0.00087875
14,223.115,1.17673,0.84157,1.46346,0.89984,0.8602,0.9187,0.62059,1.16738,0.73475,1.36057,0.000847813,0.000847813,0.000847813
15,237.904,1.1698,0.83902,1.43541,0.91161,0.86171,0.90815,0.61594,1.15776,0.7261,1.34205,0.000816875,0.000816875,0.000816875
16,252.613,1.15884,0.82554,1.42661,0.85675,0.8934,0.91841,0.62703,1.15613,0.72456,1.34295,0.000785938,0.000785938,0.000785938
17,267.4,1.15651,0.82483,1.44017,0.86899,0.9192,0.91912,0.61974,1.15464,0.71173,1.3399,0.000755,0.000755,0.000755
18,282.143,1.14405,0.82749,1.43489,0.8723,0.9208,0.91792,0.62457,1.15821,0.72193,1.31447,0.000724062,0.000724062,0.000724062
19,296.895,1.12013,0.79703,1.41338,0.86056,0.90394,0.90861,0.63081,1.13686,0.69961,1.31751,0.000693125,0.000693125,0.000693125
20,311.809,1.13109,0.79184,1.41791,0.87932,0.91868,0.92603,0.64453,1.14643,0.68212,1.31927,0.000662188,0.000662188,0.000662188
21,326.576,1.11613,0.77263,1.40778,0.88099,0.88159,0.92658,0.6554,1.10416,0.66668,1.27707,0.00063125,0.00063125,0.00063125
22,341.332,1.0798,0.75543,1.37967,0.89205,0.89561,0.93064,0.64716,1.15084,0.69546,1.32535,0.000600313,0.000600313,0.000600313
23,356.097,1.09609,0.75857,1.38687,0.9083,0.89132,0.92528,0.62937,1.14953,0.72148,1.31618,0.000569375,0.000569375,0.000569375
24,371.026,1.07743,0.7501,1.38278,0.9248,0.89876,0.94286,0.64651,1.13772,0.6544,1.31427,0.000538438,0.000538438,0.000538438
25,385.67,1.07979,0.75468,1.37834,0.91848,0.89144,0.93815,0.64816,1.13121,0.66546,1.32523,0.0005075,0.0005075,0.0005075
26,400.308,1.08262,0.75443,1.3773,0.91171,0.89982,0.9383,0.65591,1.11645,0.65675,1.30494,0.000476562,0.000476562,0.000476562
27,414.993,1.05121,0.72494,1.36286,0.86809,0.91694,0.93415,0.64742,1.1396,0.65555,1.32569,0.000445625,0.000445625,0.000445625
28,429.638,1.05078,0.73264,1.35823,0.90392,0.89313,0.93462,0.6549,1.12871,0.67333,1.3251,0.000414688,0.000414688,0.000414688
29,444.315,1.07462,0.7443,1.38049,0.90974,0.88989,0.93336,0.66038,1.12153,0.66011,1.30401,0.00038375,0.00038375,0.00038375
30,458.991,1.04753,0.71583,1.3574,0.92907,0.90429,0.93075,0.64257,1.11654,0.67182,1.29759,0.000352812,0.000352812,0.000352812
31,473.927,0.94766,0.60928,1.34848,0.90841,0.91862,0.93822,0.64043,1.11762,0.65289,1.29352,0.000321875,0.000321875,0.000321875
32,488.464,0.9167,0.56007,1.31708,0.92604,0.8961,0.92954,0.6413,1.11941,0.6561,1.31647,0.000290937,0.000290937,0.000290937
33,502.964,0.92026,0.55078,1.32443,0.8878,0.90655,0.92154,0.64078,1.13099,0.68981,1.31641,0.00026,0.00026,0.00026
34,517.433,0.88975,0.51988,1.29577,0.90193,0.90262,0.94023,0.65612,1.11713,0.65837,1.30639,0.000229063,0.000229063,0.000229063
35,531.952,0.87404,0.52907,1.3018,0.91873,0.9132,0.93791,0.64882,1.12636,0.63748,1.31704,0.000198125,0.000198125,0.000198125
36,546.432,0.87252,0.52147,1.2871,0.90546,0.89797,0.93041,0.65455,1.0993,0.66725,1.29677,0.000167188,0.000167188,0.000167188
37,560.831,0.86373,0.52811,1.29207,0.9367,0.87596,0.94072,0.65793,1.10701,0.6434,1.30176,0.00013625,0.00013625,0.00013625
38,575.198,0.85978,0.50475,1.28331,0.92707,0.88707,0.94078,0.66298,1.08991,0.65544,1.29006,0.000105312,0.000105312,0.000105312
39,589.608,0.85304,0.50568,1.27074,0.937,0.88725,0.9384,0.65879,1.10364,0.663,1.30957,7.4375e-05,7.4375e-05,7.4375e-05
